name,brand,price,original_price,discount,url,image_url
Lorry Siyah Mini Kadın Kol Çantası,Kombinoloji,287.1,861.3,,https://justyol.com/en/products/lorry-siyah-mini-kadin-kol-cantasi,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/lorry-siyah-mini-kadin-kol-cantasi---cfdeb.jpg?v=1743283034
Melina Kanvas Deri Uyumlu Omuz Çantası,Kombinoloji,301.95,861.3,,https://justyol.com/en/products/melina-kanvas-deri-uyumlu-omuz-cantasi,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/melina-kanvas-deri-uyumlu-omuz-cantasi-73db9d.jpg?v=1743028823
Feline Şerit Detaylı Acı Kahve Kadın Kol Çanta,Kombinoloji,260.7,696.3,,https://justyol.com/en/products/feline-serit-detayli-aci-kahve-kadin-kol-canta,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/feline-serit-detayli-bordo-kadin-kol-c-2b9318.jpg?v=1742832854
Firuye Kanvas Krem Detaylı Kadın Kol Çantası,Kombinoloji,297.0,861.3,,https://justyol.com/en/products/firuye-kanvas-krem-detayli-kadin-kol-cantasi,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/firuye-kanvas-krem-detayli-kadin-kol-c-1-2768.jpg?v=1742669062
Firuye Kanvas Acı Kahve Detaylı Kadın Kol Çantası,Kombinoloji,297.0,861.3,,https://justyol.com/en/products/firuye-kanvas-aci-kahve-detayli-kadin-kol-cantasi,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/firuye-kanvas-aci-kahve-detayli-kadin--8e6-18.jpg?v=1742669059
Firuye Kanvas Bordo Detaylı Kadın Kol Çantası,Kombinoloji,297.0,861.3,,https://justyol.com/en/products/firuye-kanvas-bordo-detayli-kadin-kol-cantasi,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/firuye-kanvas-bordo-detayli-kadin-kol--91f8e1.jpg?v=1742669057
Firuye Kanvas Siyah Detaylı Kadın Kol Çantası,Kombinoloji,297.0,861.3,,https://justyol.com/en/products/firuye-kanvas-siyah-detayli-kadin-kol-cantasi,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/firuye-kanvas-siyah-detayli-kadin-kol--9ac3fc.jpg?v=1742669053
Rosalie Haki Kanvas Deri Uyumlu Kadın Kol Çantası,Kombinoloji,287.1,765.6,,https://justyol.com/en/products/rosalie-haki-kanvas-deri-uyumlu-kadin-kol-cantasi,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/rosalie-haki-kanvas-deri-uyumlu-kadin--b-7b3f.jpg?v=1742647178
Rosalie Kahve Kanvas Deri Uyumlu Kadın Kol Çantası,Kombinoloji,287.1,765.6,,https://justyol.com/en/products/rosalie-kahve-kanvas-deri-uyumlu-kadin-kol-cantasi,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/rosalie-kahve-kanvas-deri-uyumlu-kadin-71f-59.jpg?v=1742647175
Agatha Krem Baget Kadın Çanta,Kombinoloji,191.4,430.65,,https://justyol.com/en/products/agatha-krem-baget-kadin-canta,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/agatha-krem-baget-kadin-canta-a2-42b.jpg?v=1742647173
Agatha Acı Kahve Baget Kadın Çanta,Kombinoloji,191.4,430.65,,https://justyol.com/en/products/agatha-aci-kahve-baget-kadin-canta,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/agatha-aci-kahve-baget-kadin-canta--49e7.jpg?v=1742647170
Agatha Siyah Baget Kadın Çanta,Kombinoloji,191.4,430.65,,https://justyol.com/en/products/agatha-siyah-baget-kadin-canta,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/agatha-siyah-baget-kadin-canta--aff3.jpg?v=1742647167
Agatha Bordo Baget Kadın Çanta,Kombinoloji,191.4,430.65,,https://justyol.com/en/products/agatha-bordo-baget-kadin-canta,https://cdn.shopify.com/s/files/1/0707/0839/6286/files/agatha-bordo-baget-kadin-canta--d-a1b1.jpg?v=1742647165
